CA,TRIGGERTIME,INCIDENTTYPE,NUMSHOTS,LATITUDE,LONGITUDE
7D,2017-03-06 02:21:10.080,Single Gunshot,1,38.836,-76.979
7D,2017-03-06 00:31:22.327,Single Gunshot,1,38.846,-76.977
7D,2017-03-06 00:31:09.067,Single Gunshot,1,38.846,-76.976
6D,2017-03-05 23:55:49.930,Multiple Gunshots,10,38.879,-76.925
7D,2017-03-05 23:32:11.440,Single Gunshot,1,38.831,-76.993
4D,2017-03-05 20:22:44.103,Single Gunshot,1,38.951,-77.029
7D,2017-03-05 20:08:25.947,Multiple Gunshots,5,38.855,-76.992
6D,2017-03-05 19:54:53.323,Multiple Gunshots,7,38.879,-76.948
6D,2017-03-05 17:40:39.153,Multiple Gunshots,9,38.886,-76.952
1D,2017-03-05 16:25:26.597,Single Gunshot,1,38.877,-77.014
6D,2017-03-05 03:51:19.250,Single Gunshot,1,38.902,-76.942
5D,2017-03-05 02:06:27.160,Multiple Gunshots,2,38.92,-76.98
5D,2017-03-05 02:05:53.867,Multiple Gunshots,3,38.92,-76.98
6D,2017-03-05 01:00:32.197,Single Gunshot,1,38.903,-76.933
7D,2017-03-05 00:49:39.960,Multiple Gunshots,2,38.873,-76.974
6D,2017-03-04 23:10:39.717,Single Gunshot,1,38.902,-76.942
6D,2017-03-04 23:08:49.893,Multiple Gunshots,2,38.893,-76.93
6D,2017-03-04 22:21:22.380,Multiple Gunshots,2,38.894,-76.924
6D,2017-03-04 21:02:18.557,Multiple Gunshots,3,38.879,-76.928
6D,2017-03-04 20:09:33.247,Single Gunshot,1,38.892,-76.942
7D,2017-03-04 18:21:33.433,Multiple Gunshots,3,38.848,-77.001
3D,2017-03-04 17:11:04.737,Single Gunshot,1,38.923,-77.032
6D,2017-03-04 06:00:20.710,Gunshot/Firework,1,38.882,-76.945
7D,2017-03-04 04:55:45.630,Multiple Gunshots,6,38.824,-77.011
6D,2017-03-04 03:59:33.623,Multiple Gunshots,4,38.873,-76.976
7D,2017-03-04 03:59:33.623,Multiple Gunshots,4,38.873,-76.976
7D,2017-03-04 03:13:31.177,Multiple Gunshots,3,38.847,-76.999
7D,2017-03-04 03:13:01.310,Multiple Gunshots,3,38.847,-77
7D,2017-03-04 03:11:36.857,Single Gunshot,1,38.847,-77
6D,2017-03-04 01:21:39.243,Multiple Gunshots,3,38.879,-76.926
6D,2017-03-04 01:16:38.470,Single Gunshot,1,38.904,-76.924
6D,2017-03-04 01:04:56.457,Multiple Gunshots,7,38.888,-76.957
7D,2017-03-03 22:51:18.590,Multiple Gunshots,10,38.833,-77.006
6D,2017-03-03 21:49:44.190,Multiple Gunshots,6,38.893,-76.94
5D,2017-03-03 21:46:16.910,Single Gunshot,1,38.92,-76.979
5D,2017-03-03 21:41:30.597,Multiple Gunshots,4,38.902,-76.974
7D,2017-03-03 21:36:01.060,Multiple Gunshots,12,38.846,-76.998
7D,2017-03-03 19:47:18.787,Single Gunshot,1,38.855,-76.972
7D,2017-03-03 18:54:53.407,Single Gunshot,1,38.84,-77.002
3D,2017-03-03 13:09:46.857,Multiple Gunshots,5,38.921,-77.026
6D,2017-03-03 12:04:09.547,Single Gunshot,1,38.888,-76.919
6D,2017-03-03 12:04:06.070,Multiple Gunshots,4,38.882,-76.911
6D,2017-03-03 12:03:59.747,Multiple Gunshots,7,38.889,-76.918
5D,2017-03-03 01:46:23.910,Multiple Gunshots,8,38.923,-77.003
5D,2017-03-02 21:25:24.467,Multiple Gunshots,7,38.925,-76.985
7D,2017-03-02 21:16:08.677,Multiple Gunshots,2,38.849,-77.005
4D,2017-03-02 19:28:19.650,Single Gunshot,1,38.956,-77.03
7D,2017-03-02 10:58:20.040,Single Gunshot,1,38.844,-76.999
6D,2017-03-01 23:55:44.990,Multiple Gunshots,5,38.886,-76.926
4D,2017-03-01 22:55:11.610,Single Gunshot,1,38.94,-77.029
1D,2017-03-01 22:13:35.270,Single Gunshot,1,38.889,-76.974
7D,2017-03-01 20:58:07.073,Multiple Gunshots,3,38.84,-76.969
6D,2017-03-01 18:58:42.997,Single Gunshot,1,38.877,-76.928
6D,2017-03-01 18:58:30.207,Multiple Gunshots,2,38.877,-76.929
7D,2017-03-01 18:49:33.357,Single Gunshot,1,38.827,-76.998
6D,2017-03-01 18:27:22.050,Multiple Gunshots,3,38.886,-76.918
6D,2017-03-01 17:54:40.713,Gunshot/Firework,1,38.889,-76.952
6D,2017-03-01 16:27:42.363,Multiple Gunshots,3,38.884,-76.924
7D,2017-03-01 15:15:00.907,Multiple Gunshots,2,38.827,-77.007
7D,2017-03-01 10:49:36.903,Multiple Gunshots,8,38.839,-76.993
6D,2017-03-01 05:09:24.460,Multiple Gunshots,12,38.885,-76.929
6D,2017-03-01 04:18:16.877,Multiple Gunshots,3,38.861,-76.945
6D,2017-03-01 01:11:38.927,Multiple Gunshots,2,38.872,-76.919
6D,2017-03-01 01:11:25.500,Multiple Gunshots,2,38.873,-76.918
6D,2017-02-28 22:11:58.127,Multiple Gunshots,3,38.887,-76.92
6D,2017-02-28 22:01:26.533,Single Gunshot,1,38.887,-76.916
6D,2017-02-28 22:01:16.147,Multiple Gunshots,2,38.887,-76.916
6D,2017-02-28 22:01:10.703,Single Gunshot,1,38.887,-76.916
6D,2017-02-28 22:01:04.257,Multiple Gunshots,3,38.887,-76.916
7D,2017-02-28 14:40:27.290,Multiple Gunshots,12,38.835,-76.99
6D,2017-02-28 02:20:25.697,Multiple Gunshots,7,38.89,-76.956
6D,2017-02-28 01:49:37.983,Multiple Gunshots,3,38.905,-76.938
6D,2017-02-27 23:28:54.467,Multiple Gunshots,4,38.858,-76.973
7D,2017-02-27 23:28:52.783,Multiple Gunshots,4,38.86,-76.973
3D,2017-02-27 23:06:37.900,Multiple Gunshots,7,38.904,-77.001
3D,2017-02-27 23:06:30.197,Multiple Gunshots,7,38.907,-77.01
5D,2017-02-27 23:06:30.197,Multiple Gunshots,7,38.907,-77.01
6D,2017-02-27 22:51:16.620,Multiple Gunshots,2,38.892,-76.935
6D,2017-02-27 22:50:57.490,Gunshot/Firework,1,38.893,-76.935
7D,2017-02-27 22:25:52.287,Multiple Gunshots,10,38.836,-76.992
6D,2017-02-27 19:27:16.133,Single Gunshot,1,38.892,-76.919
7D,2017-02-27 18:58:11.590,Single Gunshot,1,38.855,-76.972
5D,2017-02-27 13:31:13.977,Single Gunshot,1,38.903,-76.99
7D,2017-02-27 04:51:38.560,Multiple Gunshots,5,38.822,-77.006
7D,2017-02-27 04:51:03.297,Multiple Gunshots,11,38.822,-77.006
7D,2017-02-27 01:54:52.673,Single Gunshot,1,38.858,-76.991
7D,2017-02-27 01:54:29.167,Single Gunshot,1,38.858,-76.993
6D,2017-02-27 00:47:00.390,Multiple Gunshots,3,38.877,-76.953
6D,2017-02-26 23:08:09.487,Multiple Gunshots,8,38.905,-76.952
6D,2017-02-26 22:12:09.053,Single Gunshot,1,38.889,-76.953
7D,2017-02-26 21:05:50.187,Single Gunshot,1,38.83,-76.982
6D,2017-02-26 21:01:27.190,Single Gunshot,1,38.885,-76.955
6D,2017-02-26 20:27:49.120,Multiple Gunshots,6,38.892,-76.937
6D,2017-02-26 19:58:38.647,Multiple Gunshots,6,38.893,-76.935
6D,2017-02-26 19:33:04.510,Multiple Gunshots,2,38.911,-76.941
5D,2017-02-26 16:51:32.527,Single Gunshot,1,38.913,-76.984
7D,2017-02-26 16:17:53.303,Multiple Gunshots,3,38.852,-76.976
7D,2017-02-26 04:06:50.923,Single Gunshot,1,38.865,-76.981
7D,2017-02-26 03:06:27.140,Multiple Gunshots,5,38.862,-76.999
6D,2017-02-26 00:24:29.533,Multiple Gunshots,3,38.892,-76.937
3D,2017-02-25 21:05:43.520,Single Gunshot,1,38.912,-77.023
6D,2017-02-25 20:16:01.687,Single Gunshot,1,38.893,-76.917
7D,2017-02-25 12:41:15.580,Multiple Gunshots,14,38.838,-76.997
7D,2017-02-25 05:13:19.707,Multiple Gunshots,5,38.847,-77
7D,2017-02-25 03:59:09.777,Multiple Gunshots,2,38.843,-76.969
7D,2017-02-25 03:46:53.467,Single Gunshot,1,38.847,-76.975
6D,2017-02-25 03:33:36.890,Single Gunshot,1,38.873,-76.929
7D,2017-02-25 03:19:58.903,Single Gunshot,1,38.858,-76.999
6D,2017-02-25 03:03:39.503,Single Gunshot,1,38.894,-76.925
7D,2017-02-25 02:52:14.160,Single Gunshot,1,38.844,-76.979
7D,2017-02-25 02:05:27.120,Multiple Gunshots,11,38.85,-76.956
6D,2017-02-25 01:47:01.743,Multiple Gunshots,4,38.873,-76.976
6D,2017-02-25 00:43:28.150,Single Gunshot,1,38.883,-76.925
7D,2017-02-25 00:35:54.923,Multiple Gunshots,8,38.85,-76.954
6D,2017-02-25 00:05:03.147,Multiple Gunshots,8,38.895,-76.921
6D,2017-02-24 23:53:32.840,Multiple Gunshots,12,38.881,-76.939
6D,2017-02-24 23:53:24.010,Multiple Gunshots,25,38.882,-76.937
6D,2017-02-24 23:23:23.083,Multiple Gunshots,15,38.883,-76.948
6D,2017-02-24 22:05:23.937,Single Gunshot,1,38.868,-76.984
6D,2017-02-24 22:04:54.743,Single Gunshot,1,38.869,-76.983
6D,2017-02-24 21:52:07.963,Multiple Gunshots,10,38.886,-76.952
6D,2017-02-24 21:50:56.180,Multiple Gunshots,20,38.885,-76.95
6D,2017-02-24 21:50:42.767,Multiple Gunshots,5,38.887,-76.95
6D,2017-02-24 21:50:12.047,Multiple Gunshots,25,38.887,-76.952
7D,2017-02-24 21:45:32.957,Multiple Gunshots,5,38.841,-76.992
6D,2017-02-24 18:55:17.187,Multiple Gunshots,2,38.879,-76.928
6D,2017-02-24 02:40:22.523,Single Gunshot,1,38.884,-76.922
7D,2017-02-24 02:27:54.430,Multiple Gunshots,2,38.842,-76.985
7D,2017-02-24 02:27:51.050,Multiple Gunshots,3,38.842,-76.985
6D,2017-02-24 01:07:25.443,Single Gunshot,1,38.895,-76.925
6D,2017-02-24 00:10:48.117,Multiple Gunshots,3,38.894,-76.954
6D,2017-02-24 00:08:59.557,Multiple Gunshots,16,38.881,-76.925
7D,2017-02-23 23:32:12.123,Multiple Gunshots,9,38.847,-77
7D,2017-02-23 23:10:55.090,Single Gunshot,1,38.848,-76.968
5D,2017-02-23 22:39:50.310,Multiple Gunshots,7,38.901,-76.984
5D,2017-02-23 22:39:42.183,Multiple Gunshots,7,38.901,-76.984
4D,2017-02-23 21:39:09.373,Single Gunshot,1,38.948,-77.029
6D,2017-02-23 21:13:47.213,Multiple Gunshots,3,38.884,-76.958
7D,2017-02-23 19:43:10.547,Multiple Gunshots,3,38.832,-76.989
7D,2017-02-23 19:43:02.187,Multiple Gunshots,3,38.833,-76.989
7D,2017-02-23 19:42:53.657,Multiple Gunshots,20,38.834,-76.99
7D,2017-02-23 18:01:44.653,Multiple Gunshots,6,38.841,-76.992
6D,2017-02-23 13:21:10.127,Multiple Gunshots,18,38.887,-76.95
7D,2017-02-23 04:56:00.827,Multiple Gunshots,2,38.825,-76.994
7D,2017-02-23 03:40:48.260,Multiple Gunshots,7,38.861,-76.99
6D,2017-02-23 03:21:30.510,Single Gunshot,1,38.899,-76.936
5D,2017-02-23 02:31:54.500,Single Gunshot,1,38.907,-76.984
6D,2017-02-23 01:59:32.707,Multiple Gunshots,11,38.872,-76.975
6D,2017-02-22 23:17:32.527,Multiple Gunshots,5,38.862,-76.963
7D,2017-02-22 22:04:54.630,Multiple Gunshots,2,38.834,-76.998
7D,2017-02-22 21:19:43.727,Single Gunshot,1,38.862,-76.988
7D,2017-02-22 21:10:52.597,Multiple Gunshots,10,38.844,-76.973
7D,2017-02-22 21:10:47.000,Multiple Gunshots,12,38.828,-77
7D,2017-02-22 21:10:35.590,Multiple Gunshots,27,38.828,-77
7D,2017-02-22 19:09:02.347,Single Gunshot,1,38.827,-77.007
7D,2017-02-22 17:52:43.967,Gunshot/Firework,2,38.831,-77.007
7D,2017-02-22 17:10:13.703,Single Gunshot,1,38.841,-76.975
1D,2017-02-22 12:24:07.380,Multiple Gunshots,12,38.875,-77.012
7D,2017-02-22 11:03:47.697,Multiple Gunshots,14,38.833,-76.99
7D,2017-02-22 09:58:24.277,Multiple Gunshots,9,38.844,-76.992
6D,2017-02-22 02:43:39.727,Single Gunshot,1,38.897,-76.936
7D,2017-02-22 01:59:24.380,Single Gunshot,1,38.841,-76.986
7D,2017-02-22 00:08:11.337,Multiple Gunshots,2,38.826,-76.99
6D,2017-02-21 23:58:34.323,Multiple Gunshots,2,38.886,-76.911
6D,2017-02-21 23:33:12.547,Multiple Gunshots,7,38.875,-76.94
6D,2017-02-21 21:33:59.260,Multiple Gunshots,4,38.886,-76.922
7D,2017-02-21 21:27:53.100,Multiple Gunshots,4,38.836,-76.99
7D,2017-02-21 20:56:26.043,Multiple Gunshots,3,38.828,-76.997
7D,2017-02-21 18:43:42.590,Multiple Gunshots,7,38.829,-76.992
5D,2017-02-21 16:49:27.727,Multiple Gunshots,5,38.908,-76.985
7D,2017-02-21 13:42:23.067,Multiple Gunshots,6,38.838,-76.989
6D,2017-02-21 06:46:23.503,Multiple Gunshots,9,38.9,-76.922
7D,2017-02-20 22:00:10.387,Single Gunshot,1,38.866,-76.97
5D,2017-02-20 20:31:45.877,Multiple Gunshots,4,38.899,-76.983
6D,2017-02-20 20:21:16.803,Multiple Gunshots,2,38.882,-76.935
4D,2017-02-20 16:15:03.877,Single Gunshot,1,38.95,-77.021
7D,2017-02-20 04:53:57.323,Single Gunshot,1,38.841,-76.991
7D,2017-02-20 02:07:44.033,Single Gunshot,1,38.834,-77.004
6D,2017-02-20 01:58:19.300,Single Gunshot,1,38.87,-76.949
6D,2017-02-20 01:32:41.977,Single Gunshot,1,38.898,-76.922
4D,2017-02-20 01:05:22.340,Multiple Gunshots,5,38.958,-77.02
3D,2017-02-19 23:47:16.487,Multiple Gunshots,2,38.913,-77.027
5D,2017-02-19 22:30:17.607,Single Gunshot,1,38.909,-76.977
5D,2017-02-19 22:16:13.260,Multiple Gunshots,4,38.903,-77.01
7D,2017-02-19 21:58:24.510,Single Gunshot,1,38.842,-76.997
7D,2017-02-19 21:32:34.033,Single Gunshot,1,38.854,-76.982
6D,2017-02-19 21:31:17.907,Single Gunshot,1,38.894,-76.932
6D,2017-02-19 20:40:24.507,Multiple Gunshots,6,38.887,-76.94
5D,2017-02-19 19:55:43.663,Multiple Gunshots,8,38.901,-76.975
7D,2017-02-19 18:39:36.963,Single Gunshot,1,38.862,-76.979
3D,2017-02-19 17:35:53.790,Single Gunshot,1,38.929,-77.027
6D,2017-02-19 17:17:04.430,Multiple Gunshots,5,38.902,-76.931
7D,2017-02-19 13:49:14.430,Multiple Gunshots,3,38.829,-77
7D,2017-02-19 13:49:08.417,Multiple Gunshots,4,38.832,-76.994
7D,2017-02-19 13:49:03.567,Multiple Gunshots,7,38.828,-77
7D,2017-02-19 13:48:49.167,Multiple Gunshots,17,38.828,-77
6D,2017-02-19 11:50:09.460,Single Gunshot,1,38.887,-76.948
6D,2017-02-19 11:49:58.607,Multiple Gunshots,4,38.886,-76.947
6D,2017-02-19 11:39:36.857,Single Gunshot,1,38.905,-76.935
5D,2017-02-19 06:13:49.350,Single Gunshot,1,38.927,-76.977
7D,2017-02-19 03:37:26.030,Multiple Gunshots,5,38.857,-76.974
7D,2017-02-19 03:33:03.280,Single Gunshot,1,38.828,-76.993
5D,2017-02-19 02:33:01.853,Multiple Gunshots,5,38.899,-76.976
7D,2017-02-19 02:26:01.707,Single Gunshot,1,38.877,-76.984
7D,2017-02-19 01:10:14.337,Multiple Gunshots,11,38.86,-76.997
7D,2017-02-19 00:27:08.787,Multiple Gunshots,7,38.855,-76.968
7D,2017-02-18 23:42:31.477,Single Gunshot,1,38.841,-76.989
7D,2017-02-18 22:49:49.447,Single Gunshot,1,38.854,-76.983
6D,2017-02-18 21:57:39.880,Multiple Gunshots,3,38.865,-76.976
6D,2017-02-18 21:57:33.297,Multiple Gunshots,3,38.866,-76.976
7D,2017-02-18 21:57:31.893,Multiple Gunshots,3,38.866,-76.975
7D,2017-02-18 20:35:10.047,Multiple Gunshots,2,38.853,-76.975
7D,2017-02-18 20:35:00.047,Single Gunshot,1,38.853,-76.976
7D,2017-02-18 20:09:15.933,Multiple Gunshots,2,38.855,-76.971
6D,2017-02-18 20:09:12.693,Multiple Gunshots,3,38.896,-76.932
7D,2017-02-18 19:58:44.860,Multiple Gunshots,6,38.864,-76.982
5D,2017-02-18 19:48:04.407,Multiple Gunshots,2,38.906,-76.986
7D,2017-02-18 19:12:10.450,Single Gunshot,1,38.836,-76.993
5D,2017-02-18 19:09:51.550,Multiple Gunshots,6,38.921,-76.985
5D,2017-02-18 19:09:21.897,Multiple Gunshots,10,38.922,-76.983
5D,2017-02-18 11:44:25.960,Multiple Gunshots,3,38.897,-76.973
7D,2017-02-18 08:54:39.573,Multiple Gunshots,3,38.857,-76.973
6D,2017-02-18 08:43:53.107,Multiple Gunshots,8,38.891,-76.955
5D,2017-02-18 04:58:43.260,Multiple Gunshots,6,38.905,-76.972
6D,2017-02-18 04:02:00.637,Multiple Gunshots,2,38.89,-76.959
4D,2017-02-18 03:50:12.827,Gunshot/Firework,1,38.927,-77.022
3D,2017-02-18 03:50:07.037,Multiple Gunshots,3,38.924,-77.022
5D,2017-02-18 03:46:15.693,Multiple Gunshots,2,38.901,-76.985
6D,2017-02-18 01:58:51.837,Multiple Gunshots,8,38.886,-76.952
7D,2017-02-18 01:29:28.693,Multiple Gunshots,21,38.849,-76.965
6D,2017-02-18 00:32:51.977,Single Gunshot,1,38.885,-76.952
7D,2017-02-18 00:15:28.260,Single Gunshot,1,38.841,-76.983
6D,2017-02-17 22:24:52.843,Single Gunshot,1,38.887,-76.916
7D,2017-02-17 21:51:33.863,Single Gunshot,1,38.841,-76.989
7D,2017-02-17 21:38:48.473,Single Gunshot,1,38.851,-76.977
1D,2017-02-17 21:21:18.757,Multiple Gunshots,4,38.901,-76.99
5D,2017-02-17 21:21:18.757,Multiple Gunshots,4,38.901,-76.99
7D,2017-02-17 20:17:43.870,Single Gunshot,1,38.841,-76.986
7D,2017-02-17 18:39:57.313,Multiple Gunshots,20,38.838,-76.999
6D,2017-02-17 04:30:12.557,Multiple Gunshots,3,38.876,-76.944
7D,2017-02-16 23:31:18.917,Single Gunshot,1,38.829,-77.008
3D,2017-02-16 20:16:06.813,Gunshot/Firework,1,38.926,-77.009
7D,2017-02-16 14:51:18.997,Multiple Gunshots,11,38.839,-76.995
6D,2017-02-16 00:13:24.690,Multiple Gunshots,8,38.902,-76.946
6D,2017-02-15 23:25:07.307,Multiple Gunshots,8,38.898,-76.945
6D,2017-02-15 22:32:35.600,Single Gunshot,1,38.871,-76.977
6D,2017-02-15 21:54:58.460,Single Gunshot,1,38.911,-76.935
6D,2017-02-15 19:27:48.653,Single Gunshot,1,38.887,-76.916
6D,2017-02-15 19:13:21.253,Multiple Gunshots,2,38.882,-76.937
4D,2017-02-15 10:58:35.760,Multiple Gunshots,12,38.947,-77.025
4D,2017-02-15 10:58:23.850,Multiple Gunshots,6,38.947,-77.026
7D,2017-02-15 10:52:55.250,Single Gunshot,1,38.841,-76.989
7D,2017-02-15 08:46:08.443,Multiple Gunshots,4,38.827,-76.983
5D,2017-02-15 04:54:25.933,Multiple Gunshots,3,38.898,-76.981
7D,2017-02-15 00:51:53.317,Single Gunshot,1,38.864,-76.977
6D,2017-02-15 00:32:37.587,Multiple Gunshots,3,38.862,-76.94
7D,2017-02-15 00:04:30.920,Multiple Gunshots,12,38.846,-77.006
6D,2017-02-14 23:55:19.887,Single Gunshot,1,38.878,-76.929
7D,2017-02-14 22:33:54.093,Multiple Gunshots,5,38.861,-76.987
6D,2017-02-14 22:00:37.927,Multiple Gunshots,2,38.887,-76.916
6D,2017-02-14 20:52:45.643,Multiple Gunshots,14,38.884,-76.922
6D,2017-02-14 19:15:58.617,Multiple Gunshots,4,38.888,-76.931
7D,2017-02-14 01:51:59.600,Multiple Gunshots,4,38.847,-77.007
6D,2017-02-14 01:48:23.200,Multiple Gunshots,2,38.876,-76.978
7D,2017-02-14 01:48:23.200,Multiple Gunshots,2,38.876,-76.978
7D,2017-02-14 01:00:54.800,Single Gunshot,1,38.839,-76.988
7D,2017-02-14 00:59:58.960,Single Gunshot,1,38.839,-76.988
7D,2017-02-14 00:59:46.080,Single Gunshot,1,38.839,-76.988
7D,2017-02-13 22:34:56.063,Gunshot/Firework,1,38.841,-76.989
5D,2017-02-13 21:31:46.573,Multiple Gunshots,10,38.895,-76.979
5D,2017-02-13 21:31:40.443,Multiple Gunshots,8,38.925,-76.985
7D,2017-02-13 20:11:56.787,Single Gunshot,1,38.83,-77.001
7D,2017-02-13 01:08:24.390,Single Gunshot,1,38.859,-76.986
5D,2017-02-12 23:11:14.717,Multiple Gunshots,10,38.927,-76.976
7D,2017-02-12 22:27:04.327,Multiple Gunshots,13,38.833,-76.996
5D,2017-02-12 16:24:30.783,Gunshot/Firework,1,38.906,-76.982
7D,2017-02-12 13:06:04.957,Multiple Gunshots,2,38.856,-76.973
7D,2017-02-12 03:46:28.930,Multiple Gunshots,2,38.833,-76.988
6D,2017-02-12 03:12:01.730,Single Gunshot,1,38.897,-76.939
5D,2017-02-12 03:00:15.773,Single Gunshot,1,38.904,-76.994
6D,2017-02-12 01:12:15.237,Single Gunshot,1,38.887,-76.937
6D,2017-02-12 00:31:45.273,Multiple Gunshots,5,38.892,-76.916
7D,2017-02-12 00:20:33.727,Single Gunshot,1,38.873,-76.978
7D,2017-02-12 00:20:18.637,Single Gunshot,1,38.824,-77.007
6D,2017-02-12 00:03:32.207,Multiple Gunshots,3,38.892,-76.916
6D,2017-02-11 23:45:08.843,Single Gunshot,1,38.887,-76.958
6D,2017-02-11 23:27:12.947,Multiple Gunshots,2,38.888,-76.915
6D,2017-02-11 23:16:56.650,Multiple Gunshots,3,38.894,-76.937
6D,2017-02-11 21:40:42.567,Single Gunshot,1,38.893,-76.938
5D,2017-02-11 19:41:59.087,Multiple Gunshots,3,38.925,-76.972
4D,2017-02-11 16:56:35.927,Single Gunshot,1,38.945,-77.024
5D,2017-02-11 12:25:45.357,Multiple Gunshots,5,38.9,-76.985
7D,2017-02-11 03:44:48.657,Single Gunshot,1,38.845,-76.973
7D,2017-02-11 03:27:09.713,Single Gunshot,1,38.845,-76.973
5D,2017-02-11 03:20:05.683,Single Gunshot,1,38.925,-76.976
5D,2017-02-11 03:10:15.453,Single Gunshot,1,38.923,-76.972
7D,2017-02-11 01:59:33.997,Multiple Gunshots,5,38.821,-77.009
7D,2017-02-11 01:48:01.173,Single Gunshot,1,38.838,-76.993
7D,2017-02-10 23:25:24.237,Multiple Gunshots,5,38.85,-76.975
7D,2017-02-10 23:23:47.460,Multiple Gunshots,10,38.832,-77.006
6D,2017-02-10 22:12:38.237,Multiple Gunshots,5,38.897,-76.917
6D,2017-02-10 21:40:35.373,Multiple Gunshots,8,38.901,-76.924
6D,2017-02-10 19:17:51.580,Multiple Gunshots,3,38.891,-76.912
6D,2017-02-10 09:38:14.277,Multiple Gunshots,5,38.887,-76.952
6D,2017-02-10 09:37:58.807,Multiple Gunshots,12,38.886,-76.951
6D,2017-02-09 22:46:02.883,Multiple Gunshots,2,38.885,-76.951
6D,2017-02-09 22:35:40.340,Single Gunshot,1,38.885,-76.951
5D,2017-02-09 20:19:46.197,Multiple Gunshots,7,38.911,-76.986
6D,2017-02-09 16:02:49.473,Single Gunshot,1,38.903,-76.942
7D,2017-02-09 02:22:06.380,Multiple Gunshots,6,38.846,-76.969
7D,2017-02-09 02:22:00.360,Multiple Gunshots,20,38.845,-76.967
5D,2017-02-09 02:08:00.737,Multiple Gunshots,4,38.906,-76.977
6D,2017-02-09 00:26:19.517,Multiple Gunshots,3,38.881,-76.97
7D,2017-02-09 00:20:03.477,Single Gunshot,1,38.841,-76.989
6D,2017-02-09 00:00:23.687,Multiple Gunshots,3,38.883,-76.971
4D,2017-02-08 23:48:05.367,Single Gunshot,1,38.959,-77.015
6D,2017-02-08 23:17:12.783,Single Gunshot,1,38.883,-76.955
3D,2017-02-08 22:55:20.537,Single Gunshot,2,38.911,-77.014
5D,2017-02-08 22:55:20.537,Single Gunshot,1,38.911,-77.014
6D,2017-02-08 22:18:33.087,Multiple Gunshots,4,38.898,-76.945
6D,2017-02-08 21:33:07.230,Single Gunshot,1,38.875,-76.953
6D,2017-02-08 21:32:46.440,Multiple Gunshots,10,38.875,-76.953
7D,2017-02-08 20:35:01.237,Multiple Gunshots,4,38.862,-76.997
6D,2017-02-08 19:34:24.007,Single Gunshot,1,38.882,-76.956
6D,2017-02-08 18:18:53.900,Multiple Gunshots,3,38.872,-76.971
6D,2017-02-08 03:57:39.557,Multiple Gunshots,10,38.885,-76.929
5D,2017-02-08 03:06:57.413,Single Gunshot,1,38.904,-76.989
6D,2017-02-08 00:47:47.470,Single Gunshot,1,38.888,-76.934
6D,2017-02-08 00:47:42.847,Multiple Gunshots,2,38.889,-76.937
6D,2017-02-08 00:47:34.887,Single Gunshot,1,38.887,-76.937
6D,2017-02-08 00:23:22.160,Single Gunshot,1,38.866,-76.969
6D,2017-02-07 22:34:12.613,Single Gunshot,1,38.883,-76.931
5D,2017-02-07 22:09:15.340,Single Gunshot,1,38.892,-76.981
7D,2017-02-07 21:15:26.180,Multiple Gunshots,4,38.854,-76.968
5D,2017-02-07 20:00:22.700,Multiple Gunshots,2,38.893,-76.981
7D,2017-02-07 19:52:14.480,Multiple Gunshots,3,38.823,-77.007
5D,2017-02-07 19:24:54.657,Multiple Gunshots,6,38.905,-76.972
5D,2017-02-07 18:28:51.850,Single Gunshot,1,38.895,-76.98
6D,2017-02-07 18:00:25.780,Multiple Gunshots,6,38.883,-76.94
6D,2017-02-07 18:00:14.397,Multiple Gunshots,3,38.882,-76.939
7D,2017-02-07 08:03:13.453,Multiple Gunshots,5,38.865,-76.982
7D,2017-02-07 03:43:54.060,Multiple Gunshots,2,38.827,-76.998
7D,2017-02-07 03:02:57.050,Multiple Gunshots,7,38.859,-76.993
7D,2017-02-07 00:17:55.480,Multiple Gunshots,8,38.823,-76.995
7D,2017-02-07 00:17:11.130,Multiple Gunshots,2,38.821,-76.994
6D,2017-02-07 00:08:41.933,Single Gunshot,1,38.903,-76.932
6D,2017-02-06 22:16:49.157,Multiple Gunshots,6,38.903,-76.951
7D,2017-02-06 21:29:19.630,Multiple Gunshots,7,38.851,-76.965
7D,2017-02-06 20:17:42.710,Single Gunshot,1,38.843,-76.984
7D,2017-02-06 20:16:08.440,Single Gunshot,1,38.841,-76.958
6D,2017-02-06 17:08:22.677,Gunshot/Firework,1,38.886,-76.926
6D,2017-02-06 16:28:28.297,Multiple Gunshots,2,38.879,-76.932
6D,2017-02-06 00:48:03.750,Single Gunshot,1,38.884,-76.953
6D,2017-02-06 00:46:16.463,Multiple Gunshots,3,38.889,-76.955
7D,2017-02-06 00:12:38.320,Multiple Gunshots,2,38.821,-76.99
5D,2017-02-05 23:10:09.310,Multiple Gunshots,5,38.895,-76.98
6D,2017-02-05 22:29:59.657,Single Gunshot,1,38.88,-76.935
6D,2017-02-05 22:26:11.863,Single Gunshot,1,38.894,-76.923
7D,2017-02-05 22:25:34.443,Single Gunshot,1,38.822,-76.999
7D,2017-02-05 22:00:49.857,Multiple Gunshots,4,38.847,-76.983
6D,2017-02-05 21:32:06.137,Multiple Gunshots,3,38.891,-76.95
6D,2017-02-05 21:31:56.873,Multiple Gunshots,5,38.89,-76.95
6D,2017-02-05 21:29:27.363,Multiple Gunshots,2,38.88,-76.929
6D,2017-02-05 21:25:26.597,Single Gunshot,1,38.883,-76.939
