CA,TRIGGERTIME,INCIDENTTYPE,NUMSHOTS,LATITUDE,LONGITUDE
6D,2014-06-20 03:44:46.013,Multiple Gunshots,7,38.906,-76.95
6D,2014-06-20 03:40:52.300,Single Gunshot,1,38.886,-76.93
7D,2014-06-20 01:12:45.200,Multiple Gunshots,2,38.856,-76.973
6D,2014-06-20 00:05:04.950,Single Gunshot,1,38.875,-76.93
6D,2014-06-19 23:08:09.420,Single Gunshot,1,38.892,-76.911
7D,2014-06-19 21:30:21.387,Multiple Gunshots,2,38.842,-76.986
4D,2014-06-19 20:56:21.843,Single Gunshot,1,38.952,-77.021
6D,2014-06-19 20:51:06.777,Multiple Gunshots,2,38.91,-76.935
6D,2014-06-19 13:12:57.070,Single Gunshot,1,38.911,-76.937
6D,2014-06-19 13:12:43.127,Single Gunshot,1,38.911,-76.937
6D,2014-06-19 12:54:59.857,Multiple Gunshots,3,38.911,-76.936
6D,2014-06-19 12:54:51.903,Single Gunshot,2,38.911,-76.936
4D,2014-06-19 00:15:16.057,Multiple Gunshots,4,38.943,-77.023
4D,2014-06-19 00:15:08.353,Single Gunshot,1,38.943,-77.024
5D,2014-06-18 23:35:45.937,Single Gunshot,1,38.911,-76.984
6D,2014-06-18 23:12:03.930,Single Gunshot,1,38.884,-76.926
6D,2014-06-18 22:46:09.207,Single Gunshot,1,38.899,-76.918
6D,2014-06-18 22:26:52.607,Multiple Gunshots,2,38.882,-76.935
7D,2014-06-18 20:44:32.123,Multiple Gunshots,2,38.843,-76.979
7D,2014-06-18 20:10:33.237,Gunshot/Firework,1,38.847,-76.976
7D,2014-06-18 02:00:58.113,Multiple Gunshots,3,38.826,-76.985
7D,2014-06-18 02:00:47.390,Multiple Gunshots,5,38.824,-76.981
5D,2014-06-18 01:24:00.443,Multiple Gunshots,2,38.917,-76.979
7D,2014-06-18 00:47:58.370,Multiple Gunshots,3,38.845,-76.997
6D,2014-06-17 23:33:12.490,Single Gunshot,1,38.892,-76.951
6D,2014-06-17 23:33:09.347,Multiple Gunshots,2,38.892,-76.951
7D,2014-06-17 22:40:29.820,Multiple Gunshots,5,38.844,-77.001
7D,2014-06-17 21:59:28.580,Multiple Gunshots,5,38.844,-76.973
7D,2014-06-17 21:04:09.897,Multiple Gunshots,4,38.846,-76.971
7D,2014-06-17 20:28:31.017,Multiple Gunshots,11,38.843,-76.988
7D,2014-06-17 20:17:50.783,Multiple Gunshots,4,38.843,-76.986
7D,2014-06-17 20:09:20.013,Multiple Gunshots,4,38.843,-76.986
7D,2014-06-17 20:09:12.117,Multiple Gunshots,4,38.843,-76.986
7D,2014-06-17 20:09:04.740,Multiple Gunshots,3,38.843,-76.986
7D,2014-06-17 20:03:32.243,Multiple Gunshots,4,38.857,-76.974
7D,2014-06-17 19:49:24.993,Multiple Gunshots,2,38.844,-76.976
7D,2014-06-17 19:26:38.010,Multiple Gunshots,10,38.843,-76.979
7D,2014-06-17 19:18:20.887,Multiple Gunshots,3,38.843,-76.978
7D,2014-06-17 19:17:15.460,Multiple Gunshots,6,38.843,-76.978
7D,2014-06-17 11:08:40.750,Multiple Gunshots,3,38.843,-76.979
7D,2014-06-17 11:08:31.550,Multiple Gunshots,3,38.843,-76.979
7D,2014-06-17 08:21:55.467,Multiple Gunshots,4,38.835,-76.999
4D,2014-06-17 03:00:22.493,Single Gunshot,1,38.94,-77.021
4D,2014-06-17 03:00:18.247,Single Gunshot,1,38.94,-77.021
5D,2014-06-16 21:21:24.763,Gunshot/Firework,1,38.904,-76.98
7D,2014-06-16 20:23:30.980,Multiple Gunshots,2,38.833,-76.993
7D,2014-06-16 20:23:18.870,Multiple Gunshots,3,38.833,-76.993
7D,2014-06-16 20:05:33.780,Multiple Gunshots,4,38.834,-76.992
7D,2014-06-16 19:48:14.670,Multiple Gunshots,2,38.831,-76.997
6D,2014-06-16 19:26:49.377,Single Gunshot,1,38.885,-76.925
6D,2014-06-16 01:19:57.103,Multiple Gunshots,9,38.891,-76.925
6D,2014-06-16 00:27:05.443,Single Gunshot,1,38.899,-76.943
6D,2014-06-16 00:26:10.087,Single Gunshot,1,38.899,-76.943
6D,2014-06-16 00:25:20.943,Single Gunshot,1,38.899,-76.943
6D,2014-06-16 00:15:16.983,Multiple Gunshots,3,38.893,-76.919
6D,2014-06-16 00:15:13.390,Multiple Gunshots,4,38.887,-76.916
6D,2014-06-16 00:12:46.187,Single Gunshot,1,38.895,-76.929
6D,2014-06-15 23:39:03.240,Single Gunshot,1,38.891,-76.92
6D,2014-06-15 23:13:19.470,Single Gunshot,1,38.877,-76.931
6D,2014-06-15 22:49:13.410,Single Gunshot,1,38.901,-76.929
4D,2014-06-15 22:45:32.847,Multiple Gunshots,2,38.943,-77.021
7D,2014-06-15 22:35:06.363,Gunshot/Firework,1,38.841,-76.993
6D,2014-06-15 22:28:51.307,Multiple Gunshots,6,38.876,-76.939
6D,2014-06-15 21:58:51.013,Multiple Gunshots,8,38.858,-76.973
7D,2014-06-15 20:51:27.800,Single Gunshot,1,38.846,-76.998
7D,2014-06-15 20:51:01.807,Gunshot/Firework,1,38.847,-76.999
7D,2014-06-15 20:50:12.223,Single Gunshot,1,38.846,-76.998
7D,2014-06-15 20:44:55.757,Multiple Gunshots,2,38.842,-76.986
7D,2014-06-15 20:43:51.210,Multiple Gunshots,5,38.86,-76.983
6D,2014-06-15 20:43:40.550,Multiple Gunshots,10,38.86,-76.983
7D,2014-06-15 20:43:35.437,Multiple Gunshots,10,38.86,-76.983
7D,2014-06-15 20:15:21.830,Multiple Gunshots,3,38.833,-76.992
1D,2014-06-15 19:08:14.770,Single Gunshot,1,38.888,-76.98
6D,2014-06-15 18:18:09.230,Single Gunshot,1,38.887,-76.95
7D,2014-06-15 18:08:44.863,Multiple Gunshots,3,38.834,-76.992
7D,2014-06-15 17:55:57.743,Multiple Gunshots,2,38.834,-76.994
7D,2014-06-15 17:55:45.117,Multiple Gunshots,4,38.835,-76.992
7D,2014-06-15 17:55:18.570,Multiple Gunshots,3,38.835,-76.992
7D,2014-06-15 17:52:03.637,Multiple Gunshots,2,38.835,-76.992
5D,2014-06-15 08:52:22.577,Multiple Gunshots,4,38.913,-76.985
1D,2014-06-15 05:04:28.770,Multiple Gunshots,2,38.902,-76.979
3D,2014-06-15 03:32:08.170,Multiple Gunshots,5,38.933,-77.023
7D,2014-06-15 02:55:55.537,Multiple Gunshots,3,38.838,-76.994
7D,2014-06-15 02:55:46.407,Multiple Gunshots,5,38.848,-76.957
6D,2014-06-15 01:19:50.303,Multiple Gunshots,3,38.885,-76.953
7D,2014-06-15 00:33:56.290,Multiple Gunshots,2,38.855,-76.972
7D,2014-06-15 00:32:10.203,Multiple Gunshots,5,38.848,-76.958
7D,2014-06-15 00:29:36.357,Multiple Gunshots,12,38.826,-76.999
7D,2014-06-14 22:30:39.967,Multiple Gunshots,4,38.853,-76.97
7D,2014-06-14 21:51:33.593,Multiple Gunshots,26,38.854,-76.985
4D,2014-06-14 21:29:55.317,Gunshot/Firework,6,38.943,-77.023
6D,2014-06-14 21:14:03.860,Multiple Gunshots,53,38.883,-76.953
7D,2014-06-14 20:58:48.600,Single Gunshot,1,38.858,-76.987
1D,2014-06-14 20:57:38.070,Single Gunshot,1,38.892,-76.966
7D,2014-06-14 20:44:01.310,Multiple Gunshots,3,38.851,-76.972
7D,2014-06-14 19:06:28.723,Multiple Gunshots,6,38.841,-76.997
1D,2014-06-14 18:37:58.187,Single Gunshot,1,38.902,-76.987
7D,2014-06-14 18:37:49.590,Multiple Gunshots,2,38.857,-76.973
1D,2014-06-14 18:17:38.130,Single Gunshot,1,38.902,-76.984
1D,2014-06-14 18:05:46.027,Single Gunshot,1,38.901,-76.986
1D,2014-06-14 13:19:07.207,Single Gunshot,1,38.875,-77.012
1D,2014-06-14 13:18:06.187,Single Gunshot,1,38.901,-76.985
5D,2014-06-14 13:06:36.997,Single Gunshot,1,38.923,-76.986
7D,2014-06-14 13:03:36.967,Single Gunshot,1,38.826,-76.998
7D,2014-06-14 13:01:23.130,Single Gunshot,1,38.826,-76.998
4D,2014-06-14 11:24:27.147,Gunshot/Firework,1,38.95,-77.026
5D,2014-06-14 10:34:25.227,Single Gunshot,1,38.911,-76.987
6D,2014-06-14 10:04:53.880,Single Gunshot,1,38.894,-76.949
6D,2014-06-14 07:49:35.937,Single Gunshot,1,38.901,-76.939
7D,2014-06-14 03:35:11.707,Multiple Gunshots,4,38.828,-77
7D,2014-06-14 03:35:09.930,Multiple Gunshots,2,38.828,-77
7D,2014-06-14 03:35:05.517,Multiple Gunshots,7,38.829,-76.998
6D,2014-06-14 03:18:56.367,Single Gunshot,1,38.885,-76.952
1D,2014-06-14 03:00:04.067,Multiple Gunshots,3,38.879,-77.011
5D,2014-06-14 02:37:08.057,Gunshot/Firework,1,38.9,-76.987
3D,2014-06-14 01:05:48.697,Single Gunshot,1,38.93,-77.029
6D,2014-06-14 00:18:06.733,Multiple Gunshots,4,38.881,-76.934
1D,2014-06-13 22:38:19.407,Multiple Gunshots,8,38.902,-76.975
5D,2014-06-13 22:38:19.407,Multiple Gunshots,8,38.902,-76.975
7D,2014-06-13 21:36:10.257,Multiple Gunshots,3,38.827,-77.001
5D,2014-06-13 21:32:14.927,Gunshot/Firework,1,38.922,-76.987
1D,2014-06-13 21:24:05.597,Single Gunshot,1,38.901,-76.985
6D,2014-06-13 20:07:11.047,Single Gunshot,1,38.883,-76.925
5D,2014-06-13 19:51:04.143,Gunshot/Firework,1,38.909,-76.985
7D,2014-06-13 16:21:33.603,Multiple Gunshots,7,38.832,-76.997
1D,2014-06-13 03:41:39.733,Multiple Gunshots,5,38.874,-77.011
7D,2014-06-12 20:43:30.927,Gunshot/Firework,4,38.844,-76.972
4D,2014-06-12 19:11:41.960,Gunshot/Firework,1,38.947,-77.018
3D,2014-06-12 16:46:16.107,Multiple Gunshots,5,38.918,-77.032
3D,2014-06-12 13:30:29.397,Multiple Gunshots,3,38.906,-77.019
7D,2014-06-12 10:07:59.800,Multiple Gunshots,2,38.829,-77.001
7D,2014-06-12 10:07:44.160,Multiple Gunshots,5,38.829,-77.001
6D,2014-06-12 03:20:27.063,Multiple Gunshots,2,38.88,-76.925
6D,2014-06-12 02:08:27.510,Single Gunshot,1,38.888,-76.921
6D,2014-06-12 01:18:21.023,Multiple Gunshots,2,38.886,-76.946
7D,2014-06-12 00:32:20.293,Multiple Gunshots,2,38.842,-76.986
6D,2014-06-11 23:02:22.303,Single Gunshot,1,38.888,-76.95
4D,2014-06-11 21:17:43.727,Gunshot/Firework,1,38.953,-77.02
4D,2014-06-11 21:08:30.963,Gunshot/Firework,1,38.943,-77.023
5D,2014-06-11 20:16:27.380,Gunshot/Firework,1,38.922,-76.987
3D,2014-06-11 20:03:17.307,Multiple Gunshots,3,38.934,-77.022
3D,2014-06-11 20:03:12.267,Multiple Gunshots,3,38.935,-77.021
5D,2014-06-11 19:31:58.113,Single Gunshot,1,38.921,-76.982
7D,2014-06-11 19:30:00.940,Multiple Gunshots,2,38.845,-76.999
5D,2014-06-11 19:29:45.313,Gunshot/Firework,1,38.92,-76.983
7D,2014-06-11 19:27:54.840,Gunshot/Firework,3,38.831,-76.997
1D,2014-06-11 19:08:26.840,Single Gunshot,1,38.907,-76.975
3D,2014-06-11 18:50:44.447,Single Gunshot,1,38.942,-77.024
4D,2014-06-11 15:11:37.127,Gunshot/Firework,5,38.943,-77.024
7D,2014-06-11 13:31:24.080,Multiple Gunshots,6,38.851,-76.977
7D,2014-06-11 06:14:27.897,Single Gunshot,1,38.828,-77.004
7D,2014-06-11 06:14:03.550,Multiple Gunshots,3,38.827,-77
6D,2014-06-11 04:03:33.287,Single Gunshot,1,38.896,-76.927
1D,2014-06-11 00:47:09.860,Single Gunshot,1,38.901,-76.986
1D,2014-06-10 23:48:11.957,Single Gunshot,1,38.874,-77.012
6D,2014-06-10 23:32:55.390,Single Gunshot,1,38.894,-76.938
6D,2014-06-10 22:41:26.223,Multiple Gunshots,4,38.9,-76.937
6D,2014-06-10 22:41:04.453,Single Gunshot,1,38.9,-76.937
6D,2014-06-10 22:40:58.523,Multiple Gunshots,7,38.9,-76.937
6D,2014-06-10 21:12:52.663,Gunshot/Firework,1,38.893,-76.911
7D,2014-06-10 19:55:40.157,Multiple Gunshots,3,38.831,-76.997
7D,2014-06-10 19:55:31.067,Multiple Gunshots,2,38.831,-76.997
6D,2014-06-10 16:03:45.187,Multiple Gunshots,5,38.901,-76.931
6D,2014-06-10 03:32:45.990,Multiple Gunshots,9,38.889,-76.927
1D,2014-06-10 03:04:26.803,Single Gunshot,1,38.894,-76.976
6D,2014-06-10 00:24:30.240,Multiple Gunshots,5,38.901,-76.929
4D,2014-06-09 23:32:21.437,Single Gunshot,1,38.957,-77.023
6D,2014-06-09 23:30:37.733,Multiple Gunshots,5,38.889,-76.952
6D,2014-06-09 22:30:08.727,Gunshot/Firework,1,38.903,-76.932
7D,2014-06-09 21:54:53.117,Multiple Gunshots,9,38.842,-77
6D,2014-06-09 21:31:23.833,Multiple Gunshots,4,38.878,-76.954
7D,2014-06-09 19:47:33.360,Multiple Gunshots,2,38.832,-76.996
6D,2014-06-09 18:06:55.897,Single Gunshot,1,38.893,-76.917
7D,2014-06-09 13:03:54.727,Multiple Gunshots,4,38.832,-77.004
7D,2014-06-08 20:45:47.933,Multiple Gunshots,2,38.827,-76.998
7D,2014-06-08 20:44:45.080,Multiple Gunshots,3,38.827,-76.998
7D,2014-06-08 20:01:35.770,Gunshot/Firework,1,38.844,-76.999
6D,2014-06-08 17:12:54.300,Multiple Gunshots,4,38.857,-76.973
6D,2014-06-08 16:51:37.610,Multiple Gunshots,4,38.88,-76.952
7D,2014-06-08 12:26:10.100,Multiple Gunshots,2,38.838,-76.993
7D,2014-06-08 12:25:53.343,Multiple Gunshots,3,38.838,-76.993
7D,2014-06-08 10:41:37.237,Multiple Gunshots,5,38.843,-77
6D,2014-06-08 05:12:51.897,Multiple Gunshots,12,38.859,-76.972
7D,2014-06-08 05:12:51.167,Multiple Gunshots,7,38.857,-76.973
6D,2014-06-08 01:01:08.620,Gunshot/Firework,1,38.899,-76.943
6D,2014-06-08 00:58:24.580,Single Gunshot,1,38.899,-76.943
3D,2014-06-08 00:34:21.683,Single Gunshot,1,38.918,-77.015
5D,2014-06-08 00:34:21.490,Single Gunshot,1,38.918,-77.015
6D,2014-06-07 23:26:13.350,Single Gunshot,1,38.893,-76.945
7D,2014-06-07 20:17:16.580,Single Gunshot,1,38.831,-77.005
7D,2014-06-07 20:16:59.497,Single Gunshot,1,38.831,-77.005
7D,2014-06-07 11:54:09.930,Single Gunshot,1,38.843,-76.986
6D,2014-06-07 11:22:16.917,Multiple Gunshots,5,38.898,-76.919
7D,2014-06-07 11:04:43.373,Multiple Gunshots,5,38.844,-76.972
7D,2014-06-07 11:04:15.550,Multiple Gunshots,1,38.844,-76.972
6D,2014-06-07 10:52:57.333,Single Gunshot,1,38.906,-76.932
7D,2014-06-07 06:44:30.960,Single Gunshot,1,38.851,-76.981
6D,2014-06-07 06:21:58.817,Single Gunshot,1,38.904,-76.928
5D,2014-06-07 03:51:17.170,Multiple Gunshots,3,38.929,-76.97
5D,2014-06-07 02:42:52.580,Multiple Gunshots,4,38.91,-77.012
7D,2014-06-07 02:00:44.267,Multiple Gunshots,19,38.841,-76.998
6D,2014-06-07 01:42:49.233,Multiple Gunshots,10,38.907,-76.92
7D,2014-06-07 00:21:51.247,Multiple Gunshots,6,38.833,-77.006
6D,2014-06-06 22:47:54.520,Multiple Gunshots,9,38.887,-76.95
6D,2014-06-06 22:12:01.477,Multiple Gunshots,6,38.863,-76.97
6D,2014-06-06 21:05:42.700,Multiple Gunshots,5,38.887,-76.95
6D,2014-06-06 13:09:46.547,Single Gunshot,1,38.896,-76.943
5D,2014-06-06 08:11:01.577,Single Gunshot,1,38.926,-76.984
7D,2014-06-06 07:37:37.227,Single Gunshot,1,38.856,-76.966
6D,2014-06-06 01:52:10.577,Single Gunshot,1,38.868,-76.986
6D,2014-06-06 01:13:39.150,Single Gunshot,1,38.868,-76.985
1D,2014-06-06 00:32:12.810,Single Gunshot,1,38.908,-76.985
5D,2014-06-06 00:32:11.347,Single Gunshot,1,38.908,-76.985
7D,2014-06-06 00:29:51.093,Multiple Gunshots,2,38.845,-76.998
7D,2014-06-06 00:05:36.907,Multiple Gunshots,3,38.85,-76.965
7D,2014-06-06 00:05:29.603,Multiple Gunshots,6,38.85,-76.966
6D,2014-06-05 23:04:03.313,Single Gunshot,1,38.903,-76.916
7D,2014-06-05 21:13:43.870,Multiple Gunshots,6,38.833,-77.004
7D,2014-06-05 20:48:20.693,Multiple Gunshots,5,38.844,-76.976
6D,2014-06-05 18:55:14.007,Single Gunshot,1,38.885,-76.954
7D,2014-06-05 18:26:06.633,Multiple Gunshots,4,38.833,-76.991
7D,2014-06-05 14:46:04.973,Multiple Gunshots,2,38.84,-76.993
6D,2014-06-05 13:35:15.250,Multiple Gunshots,1,38.883,-76.951
7D,2014-06-05 02:28:49.600,Multiple Gunshots,2,38.848,-76.98
6D,2014-06-04 23:17:42.743,Multiple Gunshots,3,38.887,-76.953
6D,2014-06-04 21:23:17.877,Multiple Gunshots,5,38.901,-76.929
6D,2014-06-04 21:23:07.853,Multiple Gunshots,7,38.902,-76.928
4D,2014-06-04 20:54:42.500,Multiple Gunshots,7,38.94,-77.021
1D,2014-06-04 19:52:31.690,Gunshot/Firework,2,38.902,-76.973
1D,2014-06-04 16:32:33.860,Single Gunshot,1,38.873,-77.011
3D,2014-06-04 15:33:16.337,Multiple Gunshots,3,38.925,-77.023
4D,2014-06-04 11:56:49.227,Multiple Gunshots,6,38.951,-77.021
6D,2014-06-04 07:53:40.450,Multiple Gunshots,5,38.901,-76.948
6D,2014-06-04 01:43:58.040,Multiple Gunshots,6,38.912,-76.938
7D,2014-06-04 01:35:13.450,Multiple Gunshots,12,38.843,-76.987
4D,2014-06-04 00:48:59.170,Gunshot/Firework,1,38.957,-77.023
5D,2014-06-03 23:59:51.467,Single Gunshot,1,38.917,-77.002
6D,2014-06-03 22:22:32.073,Single Gunshot,1,38.883,-76.925
6D,2014-06-03 21:38:41.720,Multiple Gunshots,6,38.892,-76.913
7D,2014-06-03 20:26:06.667,Multiple Gunshots,3,38.835,-76.993
7D,2014-06-03 20:25:58.467,Multiple Gunshots,3,38.835,-76.993
7D,2014-06-03 20:25:22.513,Multiple Gunshots,5,38.835,-76.993
7D,2014-06-03 20:23:08.777,Multiple Gunshots,3,38.835,-76.993
7D,2014-06-03 20:23:01.177,Multiple Gunshots,4,38.835,-76.993
7D,2014-06-03 20:21:24.000,Multiple Gunshots,2,38.835,-76.993
7D,2014-06-03 19:29:34.137,Multiple Gunshots,3,38.834,-76.992
7D,2014-06-03 19:28:41.423,Multiple Gunshots,2,38.834,-76.991
7D,2014-06-03 19:28:30.857,Multiple Gunshots,4,38.834,-76.992
7D,2014-06-03 17:02:54.223,Multiple Gunshots,6,38.847,-76.973
6D,2014-06-03 02:38:18.883,Single Gunshot,1,38.903,-76.931
6D,2014-06-03 01:36:39.743,Single Gunshot,1,38.886,-76.925
6D,2014-06-03 00:58:41.403,Multiple Gunshots,3,38.86,-76.986
7D,2014-06-03 00:58:41.403,Multiple Gunshots,2,38.861,-76.986
7D,2014-06-02 19:13:22.927,Multiple Gunshots,3,38.832,-77.003
6D,2014-06-02 19:11:31.797,Single Gunshot,1,38.884,-76.925
7D,2014-06-02 12:38:13.400,Multiple Gunshots,2,38.834,-77
7D,2014-06-02 12:37:59.960,Gunshot/Firework,1,38.834,-77
7D,2014-06-02 12:37:32.113,Single Gunshot,1,38.834,-77.001
7D,2014-06-02 12:37:21.353,Multiple Gunshots,2,38.834,-77
6D,2014-06-02 12:33:24.007,Multiple Gunshots,3,38.865,-76.976
6D,2014-06-02 03:27:39.300,Multiple Gunshots,13,38.898,-76.934
4D,2014-06-02 02:47:21.063,Single Gunshot,1,38.949,-77.006
6D,2014-06-01 23:43:21.580,Single Gunshot,1,38.877,-76.95
6D,2014-06-01 23:10:11.193,Single Gunshot,1,38.861,-76.964
6D,2014-06-01 23:01:08.907,Single Gunshot,1,38.9,-76.939
6D,2014-06-01 22:59:26.510,Multiple Gunshots,3,38.882,-76.928
6D,2014-06-01 22:59:23.683,Multiple Gunshots,2,38.883,-76.928
6D,2014-06-01 22:55:34.480,Gunshot/Firework,1,38.9,-76.937
6D,2014-06-01 22:34:54.290,Single Gunshot,1,38.871,-76.929
7D,2014-06-01 21:56:11.513,Multiple Gunshots,2,38.829,-77.001
7D,2014-06-01 21:19:23.130,Multiple Gunshots,4,38.831,-77.005
1D,2014-06-01 16:47:50.397,Multiple Gunshots,4,38.898,-76.973
5D,2014-06-01 16:47:50.397,Multiple Gunshots,4,38.898,-76.973
7D,2014-06-01 10:32:56.557,Multiple Gunshots,2,38.832,-77.003
7D,2014-06-01 10:32:45.150,Multiple Gunshots,3,38.832,-77.004
7D,2014-06-01 10:32:00.720,Multiple Gunshots,7,38.832,-77.003
6D,2014-06-01 05:10:28.870,Multiple Gunshots,4,38.86,-76.996
7D,2014-06-01 05:10:28.870,Multiple Gunshots,4,38.86,-76.995
6D,2014-06-01 04:19:59.357,Single Gunshot,1,38.899,-76.917
6D,2014-06-01 03:49:13.310,Multiple Gunshots,9,38.892,-76.951
6D,2014-06-01 03:49:12.353,Single Gunshot,1,38.892,-76.951
6D,2014-06-01 03:49:10.873,Multiple Gunshots,3,38.892,-76.952
6D,2014-06-01 03:49:05.633,Multiple Gunshots,4,38.892,-76.951
6D,2014-06-01 03:49:00.317,Single Gunshot,1,38.892,-76.952
6D,2014-06-01 03:48:56.793,Multiple Gunshots,6,38.892,-76.951
6D,2014-06-01 02:51:43.753,Multiple Gunshots,9,38.887,-76.952
6D,2014-06-01 02:29:28.970,Single Gunshot,1,38.886,-76.925
6D,2014-06-01 02:12:38.693,Single Gunshot,1,38.866,-76.976
7D,2014-06-01 02:04:05.927,Multiple Gunshots,7,38.848,-76.972
6D,2014-06-01 00:35:45.847,Single Gunshot,1,38.904,-76.92
4D,2014-06-01 00:15:42.393,Multiple Gunshots,6,38.955,-77.023
6D,2014-05-31 23:17:36.947,Single Gunshot,1,38.883,-76.931
6D,2014-05-31 23:14:36.930,Multiple Gunshots,2,38.912,-76.922
5D,2014-05-31 21:01:31.663,Gunshot/Firework,1,38.9,-76.986
7D,2014-05-31 20:16:51.243,Multiple Gunshots,2,38.823,-77.007
7D,2014-05-31 19:15:17.407,Multiple Gunshots,2,38.823,-77.007
7D,2014-05-31 14:20:19.247,Multiple Gunshots,4,38.848,-76.976
7D,2014-05-31 07:52:03.453,Multiple Gunshots,2,38.831,-77.004
7D,2014-05-31 07:51:56.510,Gunshot/Firework,2,38.831,-77.004
7D,2014-05-31 05:44:23.750,Single Gunshot,1,38.865,-76.989
7D,2014-05-31 05:43:55.880,Single Gunshot,1,38.863,-76.994
7D,2014-05-31 05:18:33.563,Single Gunshot,1,38.832,-76.999
1D,2014-05-31 03:14:26.387,Single Gunshot,1,38.893,-76.974
7D,2014-05-31 02:27:57.707,Multiple Gunshots,3,38.826,-77.001
7D,2014-05-31 02:26:32.880,Multiple Gunshots,7,38.828,-76.999
7D,2014-05-30 22:03:20.503,Multiple Gunshots,3,38.831,-77.005
6D,2014-05-30 12:41:45.220,Single Gunshot,1,38.881,-76.932
6D,2014-05-30 11:14:28.993,Gunshot/Firework,5,38.893,-76.91
7D,2014-05-30 10:57:10.437,Gunshot/Firework,1,38.852,-77.002
4D,2014-05-30 05:34:56.747,Single Gunshot,1,38.961,-77.018
7D,2014-05-29 21:07:21.497,Multiple Gunshots,2,38.841,-76.997
6D,2014-05-29 04:10:35.470,Multiple Gunshots,2,38.889,-76.916
6D,2014-05-29 04:10:30.080,Multiple Gunshots,3,38.889,-76.914
6D,2014-05-29 00:05:35.813,Single Gunshot,1,38.886,-76.953
6D,2014-05-28 23:34:59.267,Single Gunshot,1,38.885,-76.953
7D,2014-05-28 23:08:39.900,Multiple Gunshots,3,38.824,-77.001
7D,2014-05-28 23:04:39.550,Multiple Gunshots,3,38.824,-77.001
6D,2014-05-28 22:41:05.263,Gunshot/Firework,1,38.894,-76.935
1D,2014-05-28 20:48:30.477,Multiple Gunshots,3,38.898,-76.976
6D,2014-05-28 19:39:50.210,Multiple Gunshots,2,38.894,-76.919
6D,2014-05-28 17:18:22.363,Multiple Gunshots,3,38.899,-76.918
1D,2014-05-28 13:24:42.080,Multiple Gunshots,1,38.907,-76.982
5D,2014-05-28 13:24:41.730,Multiple Gunshots,1,38.904,-76.981
4D,2014-05-28 09:41:58.537,Multiple Gunshots,5,38.955,-77.024
5D,2014-05-28 01:24:59.750,Multiple Gunshots,4,38.907,-77.009
6D,2014-05-28 01:11:42.233,Multiple Gunshots,3,38.897,-76.918
6D,2014-05-27 03:19:08.810,Multiple Gunshots,3,38.896,-76.924
3D,2014-05-27 02:50:05.607,Multiple Gunshots,2,38.925,-77.026
5D,2014-05-27 02:31:38.617,Single Gunshot,1,38.908,-77.016
3D,2014-05-27 02:31:37.903,Single Gunshot,1,38.907,-77.017
6D,2014-05-27 01:20:14.987,Single Gunshot,1,38.891,-76.912
6D,2014-05-27 01:05:14.780,Single Gunshot,1,38.884,-76.924
6D,2014-05-26 22:13:08.360,Multiple Gunshots,3,38.895,-76.914
6D,2014-05-26 22:10:00.257,Multiple Gunshots,6,38.886,-76.916
7D,2014-05-26 21:20:55.027,Multiple Gunshots,8,38.846,-76.981
7D,2014-05-26 21:19:15.600,Multiple Gunshots,2,38.846,-76.981
1D,2014-05-26 21:17:44.843,Single Gunshot,1,38.871,-77.012
6D,2014-05-26 21:17:21.723,Multiple Gunshots,4,38.905,-76.934
7D,2014-05-26 21:16:24.193,Single Gunshot,1,38.843,-76.98
7D,2014-05-26 21:15:27.777,Multiple Gunshots,3,38.844,-76.979
7D,2014-05-26 21:15:04.797,Multiple Gunshots,3,38.843,-76.98
7D,2014-05-26 21:12:45.697,Multiple Gunshots,2,38.843,-76.98
7D,2014-05-26 21:12:38.617,Multiple Gunshots,2,38.843,-76.98
7D,2014-05-26 20:54:50.683,Multiple Gunshots,15,38.839,-76.989
1D,2014-05-26 20:32:10.587,Single Gunshot,1,38.888,-76.986
7D,2014-05-26 19:17:49.207,Multiple Gunshots,6,38.838,-76.989
7D,2014-05-26 18:55:13.717,Multiple Gunshots,2,38.859,-76.989
1D,2014-05-26 16:05:44.833,Gunshot/Firework,1,38.886,-76.986
6D,2014-05-26 12:13:04.737,Multiple Gunshots,1,38.872,-76.994
7D,2014-05-26 05:44:14.047,Multiple Gunshots,3,38.841,-76.998
6D,2014-05-26 02:11:53.297,Multiple Gunshots,5,38.899,-76.922
6D,2014-05-26 02:10:03.570,Single Gunshot,1,38.879,-76.943
6D,2014-05-26 01:07:36.793,Single Gunshot,1,38.886,-76.944
6D,2014-05-26 00:14:23.513,Single Gunshot,1,38.895,-76.921
6D,2014-05-25 23:52:14.943,Single Gunshot,1,38.893,-76.924
7D,2014-05-25 23:14:13.910,Multiple Gunshots,2,38.834,-76.991
1D,2014-05-25 22:02:25.410,Gunshot/Firework,1,38.903,-76.973
7D,2014-05-25 21:48:05.843,Gunshot/Firework,1,38.844,-76.995
7D,2014-05-25 21:44:49.090,Multiple Gunshots,7,38.832,-77.001
7D,2014-05-25 21:40:38.987,Multiple Gunshots,8,38.832,-77.002
7D,2014-05-25 21:39:34.137,Multiple Gunshots,2,38.832,-77.002
7D,2014-05-25 21:37:49.487,Multiple Gunshots,4,38.832,-77.002
7D,2014-05-25 21:37:35.660,Multiple Gunshots,7,38.832,-77.002
3D,2014-05-25 21:36:16.820,Single Gunshot,1,38.944,-77.026
