tabblk2010,st,stusps,stname,cty,ctyname,trct,trctname,bgrp,bgrpname,cbsa,cbsaname,zcta,zctaname,stplc,stplcname,ctycsub,ctycsubname,stcd114,stcd114name,stsldl,stsldlname,stsldu,stslduname,stschool,stschoolname,stsecon,stseconname,trib,tribname,tsub,tsubname,stanrc,stanrcname,necta,nectaname,mil,milname,stwib,stwibname,createdate
110010008022003,11,DC,District of Columbia,11001,"District of Columbia, DC",11001000802,"8.02 (District of Columbia, DC)",110010008022,"2 (Tract 8.02, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20007,20007,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11003,"Ward 3, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,9999999999999999999999,,11000001,01 District of Columbia WIB,20160222
110010008022004,11,DC,District of Columbia,11001,"District of Columbia, DC",11001000802,"8.02 (District of Columbia, DC)",110010008022,"2 (Tract 8.02, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20007,20007,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11003,"Ward 3, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,9999999999999999999999,,11000001,01 District of Columbia WIB,20160222
110010008022005,11,DC,District of Columbia,11001,"District of Columbia, DC",11001000802,"8.02 (District of Columbia, DC)",110010008022,"2 (Tract 8.02, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20007,20007,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11003,"Ward 3, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,9999999999999999999999,,11000001,01 District of Columbia WIB,20160222
110010008022006,11,DC,District of Columbia,11001,"District of Columbia, DC",11001000802,"8.02 (District of Columbia, DC)",110010008022,"2 (Tract 8.02, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20007,20007,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11003,"Ward 3, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,9999999999999999999999,,11000001,01 District of Columbia WIB,20160222
110010008022007,11,DC,District of Columbia,11001,"District of Columbia, DC",11001000802,"8.02 (District of Columbia, DC)",110010008022,"2 (Tract 8.02, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20007,20007,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11003,"Ward 3, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,9999999999999999999999,,11000001,01 District of Columbia WIB,20160222
110010008022008,11,DC,District of Columbia,11001,"District of Columbia, DC",11001000802,"8.02 (District of Columbia, DC)",110010008022,"2 (Tract 8.02, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20007,20007,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11003,"Ward 3, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,9999999999999999999999,,11000001,01 District of Columbia WIB,20160222
110010008022009,11,DC,District of Columbia,11001,"District of Columbia, DC",11001000802,"8.02 (District of Columbia, DC)",110010008022,"2 (Tract 8.02, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20007,20007,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11003,"Ward 3, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,9999999999999999999999,,11000001,01 District of Columbia WIB,20160222
110010008022010,11,DC,District of Columbia,11001,"District of Columbia, DC",11001000802,"8.02 (District of Columbia, DC)",110010008022,"2 (Tract 8.02, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20007,20007,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11003,"Ward 3, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,9999999999999999999999,,11000001,01 District of Columbia WIB,20160222
110010008022011,11,DC,District of Columbia,11001,"District of Columbia, DC",11001000802,"8.02 (District of Columbia, DC)",110010008022,"2 (Tract 8.02, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20007,20007,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11003,"Ward 3, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,9999999999999999999999,,11000001,01 District of Columbia WIB,20160222
110010008022012,11,DC,District of Columbia,11001,"District of Columbia, DC",11001000802,"8.02 (District of Columbia, DC)",110010008022,"2 (Tract 8.02, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20007,20007,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11002,"Ward 2, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,9999999999999999999999,,11000001,01 District of Columbia WIB,20160222
110010008022013,11,DC,District of Columbia,11001,"District of Columbia, DC",11001000802,"8.02 (District of Columbia, DC)",110010008022,"2 (Tract 8.02, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20007,20007,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11003,"Ward 3, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,9999999999999999999999,,11000001,01 District of Columbia WIB,20160222
110010008022014,11,DC,District of Columbia,11001,"District of Columbia, DC",11001000802,"8.02 (District of Columbia, DC)",110010008022,"2 (Tract 8.02, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20007,20007,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11003,"Ward 3, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,9999999999999999999999,,11000001,01 District of Columbia WIB,20160222
110010008022015,11,DC,District of Columbia,11001,"District of Columbia, DC",11001000802,"8.02 (District of Columbia, DC)",110010008022,"2 (Tract 8.02, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20007,20007,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11003,"Ward 3, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,9999999999999999999999,,11000001,01 District of Columbia WIB,20160222
110010008022016,11,DC,District of Columbia,11001,"District of Columbia, DC",11001000802,"8.02 (District of Columbia, DC)",110010008022,"2 (Tract 8.02, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20007,20007,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11003,"Ward 3, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,9999999999999999999999,,11000001,01 District of Columbia WIB,20160222
110010008022017,11,DC,District of Columbia,11001,"District of Columbia, DC",11001000802,"8.02 (District of Columbia, DC)",110010008022,"2 (Tract 8.02, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20007,20007,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11003,"Ward 3, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,9999999999999999999999,,11000001,01 District of Columbia WIB,20160222
110010008022018,11,DC,District of Columbia,11001,"District of Columbia, DC",11001000802,"8.02 (District of Columbia, DC)",110010008022,"2 (Tract 8.02, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20007,20007,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11003,"Ward 3, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,9999999999999999999999,,11000001,01 District of Columbia WIB,20160222
110010008022019,11,DC,District of Columbia,11001,"District of Columbia, DC",11001000802,"8.02 (District of Columbia, DC)",110010008022,"2 (Tract 8.02, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20007,20007,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11003,"Ward 3, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,9999999999999999999999,,11000001,01 District of Columbia WIB,20160222
110010008022020,11,DC,District of Columbia,11001,"District of Columbia, DC",11001000802,"8.02 (District of Columbia, DC)",110010008022,"2 (Tract 8.02, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20007,20007,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11003,"Ward 3, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,9999999999999999999999,,11000001,01 District of Columbia WIB,20160222
110010008022021,11,DC,District of Columbia,11001,"District of Columbia, DC",11001000802,"8.02 (District of Columbia, DC)",110010008022,"2 (Tract 8.02, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20007,20007,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11003,"Ward 3, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,9999999999999999999999,,11000001,01 District of Columbia WIB,20160222
110010008022022,11,DC,District of Columbia,11001,"District of Columbia, DC",11001000802,"8.02 (District of Columbia, DC)",110010008022,"2 (Tract 8.02, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20007,20007,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11002,"Ward 2, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,9999999999999999999999,,11000001,01 District of Columbia WIB,20160222
110010009011000,11,DC,District of Columbia,11001,"District of Columbia, DC",11001000901,"9.01 (District of Columbia, DC)",110010009011,"1 (Tract 9.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20016,20016,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11003,"Ward 3, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,9999999999999999999999,,11000001,01 District of Columbia WIB,20160222
110010009011001,11,DC,District of Columbia,11001,"District of Columbia, DC",11001000901,"9.01 (District of Columbia, DC)",110010009011,"1 (Tract 9.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20016,20016,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11003,"Ward 3, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,9999999999999999999999,,11000001,01 District of Columbia WIB,20160222
110010009011002,11,DC,District of Columbia,11001,"District of Columbia, DC",11001000901,"9.01 (District of Columbia, DC)",110010009011,"1 (Tract 9.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20016,20016,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11003,"Ward 3, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,9999999999999999999999,,11000001,01 District of Columbia WIB,20160222
110010009011003,11,DC,District of Columbia,11001,"District of Columbia, DC",11001000901,"9.01 (District of Columbia, DC)",110010009011,"1 (Tract 9.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20016,20016,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11003,"Ward 3, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,9999999999999999999999,,11000001,01 District of Columbia WIB,20160222
110010009011004,11,DC,District of Columbia,11001,"District of Columbia, DC",11001000901,"9.01 (District of Columbia, DC)",110010009011,"1 (Tract 9.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20016,20016,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11003,"Ward 3, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,9999999999999999999999,,11000001,01 District of Columbia WIB,20160222
110010009011005,11,DC,District of Columbia,11001,"District of Columbia, DC",11001000901,"9.01 (District of Columbia, DC)",110010009011,"1 (Tract 9.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20016,20016,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11003,"Ward 3, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,9999999999999999999999,,11000001,01 District of Columbia WIB,20160222
110010009011006,11,DC,District of Columbia,11001,"District of Columbia, DC",11001000901,"9.01 (District of Columbia, DC)",110010009011,"1 (Tract 9.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20016,20016,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11003,"Ward 3, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,9999999999999999999999,,11000001,01 District of Columbia WIB,20160222
110010009011007,11,DC,District of Columbia,11001,"District of Columbia, DC",11001000901,"9.01 (District of Columbia, DC)",110010009011,"1 (Tract 9.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20016,20016,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11003,"Ward 3, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,9999999999999999999999,,11000001,01 District of Columbia WIB,20160222
110010009011008,11,DC,District of Columbia,11001,"District of Columbia, DC",11001000901,"9.01 (District of Columbia, DC)",110010009011,"1 (Tract 9.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20016,20016,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11003,"Ward 3, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,9999999999999999999999,,11000001,01 District of Columbia WIB,20160222
110010009011009,11,DC,District of Columbia,11001,"District of Columbia, DC",11001000901,"9.01 (District of Columbia, DC)",110010009011,"1 (Tract 9.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20016,20016,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11003,"Ward 3, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,9999999999999999999999,,11000001,01 District of Columbia WIB,20160222
110010009011010,11,DC,District of Columbia,11001,"District of Columbia, DC",11001000901,"9.01 (District of Columbia, DC)",110010009011,"1 (Tract 9.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20016,20016,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11003,"Ward 3, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,9999999999999999999999,,11000001,01 District of Columbia WIB,20160222
